,control_day1,covid_day1,chi,control_day3,covid_day3,chi,control_day7,covid_day7,chi,control_day14,covid_day14,chi
15116,150.48491733999998,427.7443426,179.7166700750317,,,,,,,,,
15117,,,,,,,,,,35.085076275,0.0337105055,36445.559747161795
15121,,,,,,,,,,21.195570855,13.574665825499999,4.278425282452153
15124,,,,,,,,,,0.0374363385,1.7531470765000001,1.6790738072958848
15126,2856.4249365,1304.8390454999999,1844.9929019619185,,,,,,,,,
15129,19.69109762,11.537796011,5.761614008771195,5.555892325,32.50185538,22.339799265989623,12.1997762745,5.38988717,8.604000075123615,,,
15133,,,,,,,,,,0.14974535349999998,2.9331151655,2.6412694603596583
15134,,,,,,,,,,3.712488881,2.2586038795,0.9358797338356629
15137,,,,534.4750617,194.98026345,591.1199215728016,606.6843379000001,383.5360729,129.8317203802976,,,
15139,208.76527860000002,111.59929835,84.59934656877162,,,,,,,14.11349958,34.026575985,11.653556093512645
15142,57.593155755000005,31.145804135,22.457676953214328,20.846121555,61.978257445,27.29751807518612,,,,,,
15144,50.9457579,27.318622063,20.43446944625091,42.7642269045,9.53648302,115.77464787998198,15.181012385,33.009048733,9.628840945902732,269.65768879999996,631.8667746000001,207.63146142495688
15149,6.79276772,2.656195514,6.442006819627397,8.3424824875,19.612591115,6.476214577201211,,,,,,
15151,15.752878095,1.3163717295,158.3236037135831,,,,,,,15.74842765,34.34294748,10.06774878334535
15152,16.981919305,6.581858650000001,16.43323981557687,,,,3.162710914,32.269614175,26.2541663141906,,,
15154,,,,52.815553085000005,112.24376717,31.464665864106273,,,,,,
15155,,,,,,,69.59305192,35.28479454,33.358746729217145,,,
15160,27.56753667,0.333001608,2227.3763315980964,,,,,,,117.801757765,75.61667983,23.53423615507643
15164,3.938219524,34.350742595,26.92580974009966,,,,13.802139608,29.580803955,8.416480125220078,,,
15165,1568.0192615,847.6591070500001,612.1785842957019,,,,,,,,,
15167,,,,,,,,,,25.769407455,0.0337105055,19647.468575530664
15170,,,,22.232213305000002,14.73820103,3.8105206913337026,,,,29.587602035,16.125092784,11.23957286702212
15171,,,,,,,,,,140.23241585,85.17768726499999,35.584708118900544
15174,,,,150.44709799999998,95.55936295999999,31.526617219940118,,,,,,
15176,997.2153205499999,475.3463217000001,572.9449025432546,,,,,,,,,
15177,376.62858105,845.05942495,259.6592015169219,,,,636.7382133,385.23975684999994,164.18729498201992,,,
15180,,,,18.416859324999997,97.784260885,64.41920584535069,,,,,,
15181,78.36792468499999,268.6274399,134.75422742859868,,,,,,,,,
15182,,,,,,,,,,31.341130500000002,14.496019387,19.574875062859636
15184,,,,,,,,,,1.123090152,3.595854198,1.7004477074157194
15185,,,,,,,,,,29.7876784255,0.16855252850000002,5204.861811980091
15187,,,,,,,3.162710914,1.5399677630000002,1.7099678300976275,20.035044365,4.9105639185,46.5832259946299
15190,16.981919305,10.6404167595,3.7794247578393443,28.848564099999997,12.137342025,23.0087396947988,16.028872566,10.0672325845,3.530379473276521,,,
15194,,,,,,,7.590506195,3.8499194075,3.634359069325419,,,
15195,,,,,,,245.17951169999998,100.537861835,208.09281691314024,,,
15196,,,,,,,,,,1.3477081825,3.0566868890000003,0.9554816457585866
15198,,,,,,,,,,108.19855713000001,71.535098505,18.790904415307875
15199,,,,14.252821413,32.077261065,9.90454416491466,5.31767121,3.309704018,1.21821535165093,25.73165918,8.2479039785,37.06174280675501
15202,,,,,,,301.48917775,177.43469464999998,86.73340243611817,,,
15203,,,,43.435662785,28.445785096000005,7.899111674114987,21.1230532235,50.550008160000004,17.130475510388163,,,
15205,6.79276772,1.6650080409999999,15.79206747241059,6.6048254664999995,14.9504981885,4.6587245658683285,0.4090516315,30.121019340000004,29.30847110936276,,,
15206,,,,,,,57.95404516,21.559548685,61.43724959281481,,,
15209,,,,,,,,,,2.5456710115,1.4271115365,0.8767186496023927
15210,,,,75.422382325,173.8946967,55.7624636195638,,,,,,
15213,,,,,,,235.5344218,146.2637938,54.48542538429891,,,
15215,873.8618302499999,1869.5627815,530.2953151028778,,,,1405.8265273999998,816.9339107000001,424.5074288893426,,,
15218,,,,,,,93.360062285,45.49746069,50.35069203203253,,,
15224,19.69109762,2.315376554,130.39593151353824,,,,0.4090516315,10.77977434,9.977193038031404,15.274338004499999,2.0226303395,86.82147825490961
15225,,,,46.89368883,25.19027025,18.69921891999905,62.040475195,34.00514459,23.113554481482346,,,
15226,1072.58332715,2491.856796,808.3679538145947,,,,2418.4563664999996,878.7673434000001,2697.6904702472025,,,
15228,101.99724183500001,238.01950465,77.73336058538398,314.4381243,158.2409095,154.17991458951613,273.30369765,169.6554746,63.32217788286187,,,
15229,,,,,,,19.229512955,58.881710325,26.70263393490234,,,
15232,,,,,,,,,,169.4019268,104.10416535000002,40.957032180663894
15238,,,,,,,,,,15.19317395,43.7274449975,18.61999081489318
15248,,,,13.212532266,4.334765009,18.182012474914604,,,,,,
15249,,,,,,,0.4090516315,8.2706035245,7.472731340977714,,,
15251,,,,,,,3075.248266,1770.2356465000003,962.0515440537148,,,
15256,,,,161.901804,106.666088025,28.60313315845794,,,,43.526814619999996,22.396150355,19.936683992678432
15257,11.81465857,28.983630104,10.170347278018186,,,,,,,16.241391425,33.902803475,9.200580590035855
15258,,,,,,,,,,0.8610357835,4.247624104,2.7000930806816537
15261,11.81465857,2.3231939059999998,38.777607514936655,1.3889730815,19.07296604,16.396170700478923,,,,93.20639535500001,18.4173067815,303.7038930835073
15264,66.011430465,16.86582174,143.20623650507028,,,,,,,260.7550674,157.681127925,67.37798707242446
15272,25.400194015,2.3075592025,231.09690187178936,4.172681909,9.53648302,3.0168734425497714,,,,19.704096757,41.050334195000005,11.100076569290717
15277,,,,,,,,,,36.91914492,16.956384345,23.50216895692655
15284,,,,,,,,,,0.6738540915000001,2.6071800165,1.4336367679339743
15290,22.003810155,2.3310112575,166.03052225348478,6.6048254664999995,33.04148046,21.152100859749083,1.6362065255,48.12517227,44.90838856364045,,,
15291,,,,,,,2568.522989,847.0428982999999,3498.6347310439173,,,
15298,,,,33.015483345,20.152216199999998,8.210692064907308,25.36120115,54.84483848,15.849893887899176,,,
15299,14.127371108999998,35.12618873,12.553321536515591,45.876450344999995,23.947356125,20.080929635802846,42.44392636,9.49646787,114.30934488596056,,,
15300,138.96099854,279.56644435,70.71625293727368,,,,,,,,,
15302,,,,,,,7.2532272285,1.7966290569999999,16.57240457578615,0.5989814145,3.1016676934999996,2.019377712261317
15303,,,,3.8239979724999995,10.40343602,4.161029580772163,25.449318922,6.1598710500000005,60.404316289479034,15.056011357500001,3.7418661285000003,34.21017157399448
15306,88.70244617,49.460892584999996,31.13367849393466,117.149201375,7.802577015,1532.4019533470696,43.37581804,5.38988717,267.71078847285384,,,
15312,,,,,,,173.0142753,96.82971947499999,59.94116865897845,,,
15316,,,,1.7376570180000002,13.216592185,9.969737336507619,9.817239155,0.256661294,356.12946390055725,,,
15318,,,,,,,,,,3.593888487,10.675261168,4.697387563456483
15320,,,,205.30000945,77.35334992499999,211.63075289536374,211.41902665,83.21074764,197.5389390541235,,,
15321,138.524888865,25.692700784,495.51437874037714,1.043170477,6.06867101,4.161645204620061,,,,,,
15323,3.3963838610000003,1.6571906895000001,1.8252533682197163,,,,6.13577447,1.0266451755,25.425729132955027,,,
15325,3.3963838610000003,9.32404503,3.768446722577706,4.8614057855,42.57796348,33.41021054214469,4.908619577,0.256661294,84.31624235001445,,,
15326,6.79276772,1.6493733375,16.039125389301105,,,,,,,,,
15327,,,,,,,24.774760989999997,16.058433785,4.7311189224188155,,,
15328,6.79276772,40.14466491,27.708514908919934,47.608344695,13.707584065999999,83.84129294347068,,,,,,
15329,,,,505.92619890000003,276.43831685,190.51153475359737,489.85074815,104.48674224999999,1421.2847854704294,,,
15332,,,,7.639351949999999,3.467812007,5.018076372340225,,,,12.653794316499999,3.4499426580000003,24.554287925696066
15335,3.3963838610000003,17.461468796,11.329322666950057,7.6479959465,3.3041480460000003,5.710704944205232,2.4543097885,15.656338925,11.132460414655652,,,
15337,7.334603385,61.833529045,48.03434227298689,,,,,,,,,
15338,,,,,,,79.873617265,42.349113485,33.249536249064036,,,
15341,3.938219524,2.315376554,1.1374475139815292,17.027886244999998,4.334765009,37.16818013831904,8.518311594,50.637999605000005,35.03432465702705,9.5402868505,1.584393766,39.94981306433322
15346,,,,,,,,,,4.155433563,9.798988803,3.2503063721412295
15348,,,,21.883529365,54.060649659999996,19.15195390714993,48.803191385000005,12.8905068145,100.05199420161473,,,
15353,10.189151585,6.272309094500001,2.44593416304035,7.299312007499999,15.114162149999999,4.040705805828097,,,,11.6741581395,5.8545584675,5.784849622793948
15356,,,,9.3798902965,41.1713854,24.548582737657025,12.870247935,60.65510311499999,37.645511544912196,,,
15357,,,,6.259022865,0.866953002,33.536324737788775,,,,,,
15361,96.43351532,41.34377637,73.40595378658553,23.269621111499998,10.239772061,16.580150931820206,23.35795874,53.403831710000006,16.904301688156465,,,
15362,13.585535445,3.9491151889999996,23.514278744996904,,,,,,,1.0856538135,8.810314623,6.772787031470032
15363,145.211930615,96.50945591499999,24.57718800107217,,,,89.2479616,179.14698875,45.11287149679448,,,
15366,,,,605.9409047500001,321.94446730000004,250.52139321013817,,,,,,
15368,,,,,,,190.1903575,60.49869998,278.0212803885934,,,
15370,52.42589502,145.93907910000001,59.92031504315534,,,,,,,,,
15371,,,,45.84475569,101.743064745,30.710898703902558,,,,,,
15377,,,,,,,0.4090516315,28.232742325,27.420565628938014,,,
15378,,,,3.1295114314999997,19.1215992355,13.374763751770377,0.4090516315,20.509667225,19.699722223925814,,,
15383,,,,7.645114612999999,63.38483552,49.01671608518917,,,,17.894881695,9.427771678500001,7.6043368970217875
15385,139.64820407000002,68.129290195,75.07718086038503,,,,,,,,,
15388,,,,871.0272648,438.8503274000001,425.60502649506157,684.97015665,438.68038875,138.27527130875387,,,
15391,,,,7.639351949999999,32.3381914205,18.86415548900529,2.86336142,24.849672935,19.45288758121925,,,
15392,3595.8719055,1337.0993231500001,3815.762591784457,,,,,,,,,
15393,189.36492076500002,71.02467909500001,197.1767134601512,,,,,,,,,
15394,6.79276772,1.3320064325,22.38721458956517,,,,,,,80.69605503999999,49.91890774,18.975431130414723
15395,,,,118.123219895,61.650929520000005,51.728653647691466,117.1393315,76.59499612,21.461495067256607,82.12461534500001,25.698876394,123.891175915759
15396,,,,412.8189011,839.2320547,216.66019135564989,,,,,,
15397,7.876439049999999,1.3163717295,32.691740702938,,,,,,,,,
15402,,,,,,,,,,53.428882095,33.655057685,11.617990242571521
15404,,,,,,,6.101931276499999,14.066242075,4.5093953421887,,,
15409,,,,,,,7.92369888,24.593011641,11.298575057834556,,,
15413,3.938219524,39.925779065,32.43780013931759,,,,,,,,,
15415,275.027805,688.04683015,247.92602430661213,,,,692.0880111,450.88265225,129.03584745970295,,,
15417,72.262362525,5.598488528,793.7985536741807,6.953509406,27.463801329,15.317328789532,16.294378867,61.478872585,33.20878192307829,,,
15418,295.6968479,181.246595255,72.2709318322656,,,,,,,,,
15419,22.545645815,83.97265505,44.934597593824385,40.649072625,97.19600261000001,32.898012313929385,,,,,,
15420,94.266172665,38.67194615,79.92145028887121,124.80584134,57.643492435,78.25308495184267,,,,,,
15421,24.858358355,7.580863474500001,39.3770222019982,,,,,,,,,
15422,,,,,,,33.0018956415,19.88146039,8.658610474881911,,,
15424,,,,,,,,,,0.449236061,3.6971864965000005,2.8532999461756097
15425,,,,23.984276979999997,9.53648302,21.888441459272094,20.05170249,50.235904745,18.136153223386064,53.50375477,35.497664417,9.1335386461406
15434,,,,4.172681909,1.7339060035,3.4301905093134666,,,,,,
15436,,,,,,,8.071330491,18.39893475,5.797042664685516,,,
15438,3.3963838610000003,16.8892738,10.779508998543646,20.851884215,11.270389025,8.145685998269533,,,,44.88081418,23.294461366999997,20.003494411226377
15441,,,,1.3889730815,14.083545187,11.44258486069916,,,,2.0652899915,0.899013745,1.5129916430255783
15442,584.20446235,1236.44405325,344.06448299798916,,,,,,,,,
15445,,,,,,,2.0452581569999997,6.929854935,3.442970438406152,0.93590846,5.4952139859999996,3.7827947978683376
15446,,,,101.10685896500001,283.22804135,117.1074901878194,206.82610165,117.18534288500001,68.57056893071122,,,
15448,,,,131.01588155,42.529330285,184.1051740599604,,,,,,
15449,,,,,,,56.21222277,20.01958092,65.43130594575761,,,
15450,,,,2.0863409545,0.866953002,1.715095253458897,,,,3.225816482,7.7088370610000005,2.60706943897066
15453,20.378303165,0.333001608,1206.64316585242,,,,3.7573236254999998,48.4160394,41.19297900743974,,,
15455,,,,12.518045725,2.6008590055000003,37.814657473337284,,,,,,
15456,7.876439049999999,0.333001608,170.88040139844458,5.9045762625,21.346497120000002,11.170587775072557,,,,21.1515312,43.995221615000005,11.861156112427576
15469,,,,4.867168449999999,0.866953002,18.45742917263448,4.4995679455,33.31949563,24.927995338319874,12.672356520000001,5.3039200785,10.236552359171299
15479,6.79276772,66.401743335,53.511094670262615,28.494117494999998,105.96279897999999,56.63682602568017,,,,14.194975574,2.191283259,65.75536439727351
15480,,,,27.77946163,119.71901627000003,70.60600705520271,,,,29.669078027,2.3260248905000003,321.4250018901345
15481,,,,18.7540179345,44.263236285000005,14.701144233188465,15.134910365,8.72648399,4.706125474000398,14.382157266,3.2024980380000003,39.02727775978907
15482,11.272822910999999,31.408449585,12.908738473621804,12.849441672000001,73.460943625,50.0096239949235,,,,,,
15483,14.669206769999999,35.34974742,12.098665274601911,27.79386829,69.665803695,25.166708507897766,,,,10.650794245,6.8657732485,2.0866380850949033
15485,85.30606232,31.408449585,92.48952740154918,66.725453225,141.86606882499999,39.798890316131676,97.610469025,205.10893895,56.34040669009141,50.895169964999994,32.8007235695,9.981761215294238
15486,114.248010045,73.20716066,23.008013192384002,,,,,,,,,
15493,,,,,,,,,,5.315960055,11.664537695,3.455296652552673
15495,,,,,,,1609.5185219999998,934.9735725,486.6564171213056,,,
15496,,,,,,,1323.893087,629.57977645,765.7027611737234,1.7220715665000002,5.225128375,2.3485369397413516
15497,,,,26.40777654,11.6463501435,18.70969931132459,,,,0.449236061,1.460822042,0.7005002440644529
15501,44.00762031,1.3241890815,1375.8422621747686,2.0834596225,9.53648302,5.824742480764408,,,,,,
15502,,,,,,,,,,24.490280571000003,1.8317379955000002,280.2854736359845
15504,28.796577875000004,74.13113648999999,27.72414267645972,,,,,,,,,
15509,3.938219524,43.573162055,36.052666259400134,53.535971614999994,35.21774515,9.528077944621797,,,,,,
15511,,,,,,,10.449781338,0.5133225875,192.34145331738011,7.7370512289999995,1.584494157,23.89024810030726
15527,138.96099854,349.90642885,127.17106889095406,,,,,,,,,
15535,109.873680885,27.706345135,243.67959871128738,4.1669192445,37.491276235,29.620564577995516,,,,8.49804882,18.889655421500002,5.716646775749574
15542,,,,,,,315.8736713,191.55472229999998,80.68295521454033,,,
15543,,,,200.42707833,95.78942452000001,114.3032088325715,248.63046624999998,107.86120142000001,183.7174596601917,62.781675315,37.262081789999996,17.47754345426824
15556,,,,,,,,,,12.266848176,5.0792168375,10.171261812798576
15560,,,,,,,,,,1.0482174755,3.5174640605,1.7334018465187848
15562,291.07142285,856.4922753000001,373.2675116927406,,,,888.52793155,574.66782345,171.41757975094723,17.2210276,9.270389055,6.818770269317429
15563,,,,42.035164375,20.643208081,22.16786229586067,47.723668094999994,11.29309693,117.52192721223092,,,
15577,612.89531425,337.67756135,224.3110593683083,,,,,,,,,
15578,34.902140056,5.9314901365,141.49876969254663,,,,5.31767121,16.74408274,7.797553468904855,,,
15582,11.81465857,3.2987466755,21.984336030863727,,,,,,,,,
15583,,,,,,,16.3702378085,0.5133225875,489.8318648913564,11.7053031,6.101601525,5.146431017003765
15585,,,,23.289790439999997,13.87124803,6.39516652986909,11.86249731,27.86850982,9.19290045018548,,,
15587,51.19685379999999,5.9549421895000005,343.7196367382625,7.299312007499999,2.6008590055000003,8.487757531384876,1.2271548945,21.654853162000002,19.270084788212085,,,
15590,18.60742629,1.998009649,138.0737682084776,,,,,,,5.57801442,17.721559980000002,8.321259467801987
15592,,,,0.694486541,5.20171801,3.9054665162719764,,,,,,
15601,72.80419818499999,201.322116105,82.04193133891687,215.40319955,92.90987078,161.4964639083885,287.28207280000004,79.72506073,540.3559792236755,,,
15602,,,,,,,170.68716575000002,91.35915388000001,68.88125819896071,,,
15603,,,,,,,15651.503335,6008.268224,15477.33555478883,,,
15605,,,,,,,61.192615015,21.816209975,71.07106484815255,,,
15606,,,,5.5587736585,13.216592185,4.437012488844274,2.7157298115,15.91300022,10.945009980969493,,,
15608,,,,,,,26.448896985,95.227355905,49.67560388980357,,,
15612,,,,,,,,,,0.6364177529999999,2.4272567985,1.3212876729274312
15613,25.942029679999997,16.1529144175,5.932476031612726,11.126191311,52.27811046,32.39368130838585,,,,,,
15614,11.272822910999999,46.492003014999995,26.67965600014683,20.15451634,44.311869485,13.16978312480786,28.751488895,131.263851715,80.05848063757861,,,
15618,13.585535445,4.329020906499999,19.792711389499008,2.777946163,10.239772061,5.4375083156515105,1.2271548945,17.3185039715,14.951147948112403,,,
15619,,,,,,,1104.33912985,418.2720419,1125.3155889408565,90.478586295,55.693068249999996,21.72680198238173
15621,,,,,,,18264.340635,10654.2175715,5435.779084945135,586.47637705,329.2264358,201.009169000421
15623,,,,20.834596225,5.0380540495,49.529191678107296,9.817239155,2.053290351,29.357222178429765,,,
15624,33.276633065,287.19268354999997,224.49513649492505,,,,,,,,,
15625,7.876439049999999,0.6660032164999999,78.0632639917901,,,,,,,4.0557073059999995,0.40452606799999996,32.9549205534097
15633,3.938219524,32.881168345,25.476414878743423,,,,,,,58.93264772,4.4949683335,659.2840521036269
15635,38.298523915,13.559257720000002,45.137521869233225,,,,8.99913589,22.58619386,8.173495075107823,,,
15637,,,,,,,28.565927809999998,63.011527315,18.829877259242505,,,
15638,,,,5.9074575945,24.27468405,13.89740055824204,14.658172341499998,2.5666129385,56.96449456914388,,,
15640,,,,,,,,,,0.4117997225,1.8767187995,1.1434786621897066
15641,,,,,,,,,,1.915544638,0.573078596,3.144795646709419
15643,,,,138.335362885,284.29418700499997,74.93638390192764,193.50363338000002,127.39069605,34.31114373285905,,,
15645,,,,,,,,,,1.460017198,4.0231216455,1.6329370542753774
15649,,,,,,,79.27900457,21.67808945,153.05156066977312,,,
15650,7.876439049999999,1.3320064325,32.15419778762809,4.172681909,2.6008590055000003,0.9499274027321617,0.4090516315,9.929112055,9.127860574546713,2.0964349505,6.8660744195,3.313314024041595
15654,,,,,,,,,,2.6268350675,6.776213200999999,2.5408496433121512
15657,244.20925435,77.20317996,361.2678764995034,,,,,,,,,
15658,,,,136.303767263,50.82289917999999,143.77335661911073,,,,5.503141745,16.103656485000002,6.977975024344745
15669,7.334603385,82.918928765,68.89850518137858,30.914735725,75.68584151,26.48384259487717,,,,123.3671894,79.188688375,24.646701351756366
15670,6.79276772,49.0622076575,36.41714545547546,,,,,,,9.8772138965,3.8095883125,9.664057427625615
15672,19.149261956,10.530973835,7.0529935123107945,4.518484513,1.7339060035,4.471913390874444,2.0452581569999997,14.7213417095,10.914976189043202,,,
15674,,,,19.4600298,40.746791085,11.120537199096956,44.754690815000004,103.13738343,33.04852890020205,87.690358905,39.486874775000004,58.844258896433786
15676,,,,,,,,,,0.5989814145,2.3037854655,1.261557074575619
15677,554.6149528999999,118.62198536,1602.4842879457892,,,,,,,,,
15678,20.378303165,5.6219405815000005,38.732219513714675,14.24705875,3.467812007,33.505899429362046,,,,,,
15680,10.730987244,1.3163717295,67.33279308537756,,,,1.2271548945,4.1065807014999995,2.0189772418180247,,,
15682,,,,,,,,,,21.432771642499997,4.6183392755,61.21792249526927
15710,699.35113,368.34336254999994,297.45653988093926,,,,363.15737785,1093.2309735,487.5524641960024,,,
15711,,,,,,,,,,56.636448291,6.697622281999999,372.3539844669275
15712,,,,,,,,,,13.2216307755,0.10113151699999999,1702.2141652665907
15713,51.19685379999999,25.44569004,26.06030467053261,,,,,,,,,
15714,21.461974495,93.17162247,55.19141425656898,112.5932596,65.28240549,34.28667953972024,,,,,,
15718,,,,,,,977.36506135,577.6696749,276.5532083315091,82.08057567,51.388088745,18.331655771746416
15719,,,,,,,20.241349850000002,181.39088806,143.16691396706892,,,
15720,,,,49.683160325,104.295290565,28.596543076812726,67.252530545,35.886108570000005,27.41596864966968,,,
15723,,,,163.32535305,83.53705172,76.20777724434252,,,,,,
15725,,,,,,,23.024766055,2.3099516445,185.76299511860128,,,
15726,20.378303165,53.688287925,20.666613289316068,,,,28.448053117999997,5.133225875,105.89465233125648,13.5959941595,1.112446687,140.08667500140717
15727,,,,,,,12.271548945,0.7699838815000001,171.80359496905095,2.9200343955,8.203425129,3.4027515585110746
15729,,,,,,,,,,17.4582283935,5.494812425,26.04698951763778
15730,60.989539615,31.455353690000003,27.73035543802425,,,,32.20946302,70.42415551,20.736673539491658,,,
15732,,,,3.8239979724999995,9.53648302,3.421857444665286,,,,,,
15733,,,,,,,,,,2.2461803044999997,6.8995841455,3.138474268997313
15737,33.81846873,12.219433935,38.17838915920459,8.3424824875,34.563089305,19.89174682306158,2.0452581569999997,18.73627445,14.869019219196561,33.911655090000004,19.3276912165,11.004521951487854
15738,,,,,,,2194.0977265,1239.2589825,735.6953146341207,,,
15739,,,,147.723897185,90.63633970000001,35.956761166549825,,,,,,
15740,,,,31.6409169215,6.06867101,107.75666696722593,,,,38.772399645,10.5636624815,75.32736432586542
15741,,,,,,,,,,3.406706795,1.213578204,3.9633317414636466
15742,82.451514095,12.5133487815,390.8903246307595,,,,40.963523996999996,22.938159631,14.164770223673676,,,
15745,10.189151585,4.9637547165,5.500830317534808,2.0834596225,8.66953002,5.003307351235842,3.681464683,45.685710305,38.61944223903659,110.04645627,45.915214569999996,89.57414662004093
15748,125.08472334999999,325.553464,123.44428925442787,114.64790589,253.60573965,76.13896905456649,,,,,,
15751,,,,34.39004976,99.19083897499999,42.33397283740295,24.104289334999997,11.036435635,15.473184094241637,52.33095746,10.8548832125,158.47841946407607
15752,,,,5480.9134125,11531.0797635,3174.421964423406,7854.784914,4904.3919405,1774.902740989074,406.5478713,219.427202835,159.57066450469952
15759,,,,,,,,,,2.770289042,7.4504233145,2.939921113744
15762,,,,3.4724327039999996,13.004295025,6.986645499185721,,,,,,
15763,,,,,,,64.09390590999999,34.74092263,24.80065473828088,,,
15765,,,,,,,,,,1.4974535359999999,24.7350518025,21.830800174053685
15768,70.095019845,26.056971797499997,74.42728536936079,,,,15.0631376945,101.50942420000001,73.61839070101821,,,
15769,,,,,,,,,,5.241087375,10.866655470000001,2.912305122661806
15770,111.78992764,41.026409465,122.05492924686665,22.93822517,74.70385774,35.870713995770224,,,,,,
15771,,,,0.694486541,6.935624015,5.616192124187271,,,,11.1874857405,3.5058925885,16.83077044242803
15772,,,,75.08234235,27.954793215000002,79.44991295017309,,,,,,
15774,67.63693745500001,28.023712041499998,55.995709110090104,,,,,,,,,
15775,,,,,,,7.590506195,0.5133225875,97.57320062263322,,,
15776,195.86694875,61.39422902,294.5376567183925,193.60322885,63.92446060500001,263.0696101990271,,,,,,
15782,,,,,,,,,,0.4117997225,1.4833626400000002,0.7740838653999752
15783,,,,,,,,,,9.4279778355,0.2359735395,358.0610909032979
15784,,,,,,,25.630793725,13.974594114,9.7224283054749,26.024546571000002,81.46237738,37.7272697366902
15785,114.248010045,37.23049679499999,159.32361525754732,23.292671774,58.952804099999994,21.570560670036556,,,,,,
15790,,,,,,,,,,0.8984721215000001,9.10183653,7.393583415482915
15791,,,,5.561654990499999,1.7339060035,8.450090303571361,2.4543097885,1.0266451755,1.9853268644834146,,,
15792,673.4487442000001,220.78932407,928.0364958564091,,,,,,,160.72267575,498.56710275,228.93379090876715
15793,,,,,,,,,,792.31826305,514.7455617999999,149.67900686661508
15794,1381.7996285,2925.0529774999995,814.2180389618994,3007.2244305,1559.3642205,1344.3294133227444,,,,,,
15796,,,,132.407736,64.53048324000001,71.39759708771284,59.21504325,33.05917782,20.694080781960263,,,
15798,32.734797400000005,12.838533038,30.8338448318749,6.950628072,19.93991904,8.461502752990434,,,,2.395925658,7.4393537975,3.4191366737858693
15799,,,,56.973828329999996,26.875543055,33.70747800858834,22.573698671,70.79935757000001,32.84936835681373,,,
15800,,,,1211.0864335,753.2886768,278.2184207651328,,,,,,
15801,,,,724.52518055,357.0958149,378.06194614677173,338.13984785,126.38728711499999,354.7757689982749,,,
15802,,,,2.0834596225,13.87124803,10.017264145192522,,,,,,
15804,38.4438938,19.9644617895,17.10486418473315,151.5968778,46.53676737000001,237.1807804312427,2.0452581569999997,35.365472945,31.393238123666045,,,
15805,779.5692191,401.12928220000003,357.0339842940441,,,,,,,,,
15807,,,,135.21449547,44.966525325000006,181.1279847937152,55.469978455,28.293840965,26.102587124490242,,,
15808,,,,,,,102.48524541,67.283121345,18.417539405367382,,,
15810,,,,,,,,,,0.29949070699999997,2.168943443,1.611316119568308
15811,,,,2880.7039400000003,1334.8944505,1790.0493757639242,1536.4547115,659.77050465,1164.912940368459,,,
15812,,,,2427.9621045,846.7073038,2953.0473323133237,755.88256755,430.690745,245.5351610896368,,,
15813,,,,144.611673755,78.45036447000001,55.79730414100682,29.35018788,121.29923664500001,69.70058347137054,,,
15814,,,,2.0834596225,5.20171801,1.8692930590472547,,,,,,
15815,21.461974495,13.296612274500001,5.014295281801455,22.935343835,6.60829609,40.33906538644664,17.8208832565,10.523113050000001,5.060997609151318,,,
15819,,,,,,,69.32345934,43.6898620745,15.039674596577882,,,
15820,396.75578835,206.98314345499998,173.99318683298225,450.0848623,252.999717,153.52805512395932,153.257836,89.79229329500001,44.857692826790355,,,
15821,,,,3328.4979295000003,2071.609094,762.5809084252586,,,,,,
15822,,,,14.9357826265,47.240056415,22.090704038003803,26.782089675,84.57107601999999,39.48828724838301,,,
15823,304.36621855,690.3184471000001,215.78319882437268,,,,526.53410845,349.3403194,89.87693986145673,,,
15824,,,,285.28409625,105.210876745,308.20353737273587,,,,,,
15825,97.12072089,63.235891640000006,18.15711969142806,,,,,,,,,
15826,,,,,,,,,,275.7557041,109.22364462,253.90955347750833
15827,,,,,,,,,,723.1450080999999,211.6537292,1236.09127691551
15830,,,,,,,48.166562925,122.17679175,44.832687880174774,,,
15835,,,,427.4232878,189.7121479,297.8543369945019,,,,137.71191034999998,72.278637035,59.23622016616363
15840,,,,,,,,,,60.030260415,27.914005330000002,36.95112286792661
15841,,,,,,,,,,7.362687845,0.8427626415,50.44056602173735
15851,45.6331273,15.5025459035,58.56147376968235,,,,25.149969427000002,15.6636519615,5.745162065490164,,,
15852,128.0846414,46.10742445,145.7523203482117,,,,,,,,,
15854,,,,,,,48.803191385000005,98.41486261,25.009615991552444,,,
15856,330.9954538,167.70764506500004,158.98445459146444,,,,,,,,,
15858,,,,,,,,,,15.093447696,3.9104186564999996,31.98126581419156
15863,23.629317145,14.961620314500001,5.0214459908896885,52.841485074999994,11.270389025,153.33596941196316,,,,364.90452055000003,764.7861413,209.08500033988108
15864,160.27760315,321.05102085,80.51085391507071,,,,,,,,,
15872,,,,4.518484513,9.372819056,2.5141383520338203,6.064001805,2.5666129385,4.765708416738021,3.899670573,2.393445902,0.9478855392692549
15873,92.09883002,254.89314374999998,103.97293623878288,,,,,,,,,
15876,,,,,,,,,,48.231834374,0.0674210115,34407.830184419116
15877,23.629317145,0.9990048245,512.6412036895766,,,,,,,,,
15878,,,,,,,,,,77.18931004499998,39.051850705,37.24447826806656
15880,,,,,,,175.2328357,93.868324675,70.52627898983378,,,
15881,31.505756195,1.3241890815,687.9130829222933,0.694486541,1.7339060035,0.6230976862891918,,,,,,
15882,,,,0.694486541,16.52074023,15.160961454605847,,,,,,
